"season","date","home_team","guest_team","score","home_score","guest_score","odds_1","odds_x","odds_2","explore_id","outcome","ftr"
"Elitserien 2009/2010","09.12.2009","Redbergslids","Lugi","33:36","33","36","2.06","8.59","1.99","xb0yRz9j",,"2"
"Elitserien 2008/2009","03.12.2008","IFK Ystads","Alingsas","22:32","22","32","4.21","11.51","1.28","drnZSV0l",,"2"
"Elitserien 2008/2009","03.12.2008","Guif","Drott","33:24","33","24","1.32","11.11","3.77","zVx6nvHF",,"1"
"Elitserien 2008/2009","03.12.2008","Lund","Trelleborg","23:28","23","28","1.10","14.22","7.74","GSjzVBor",,"2"
"Elitserien 2008/2009","03.12.2008","Savehof","Lugi","34:27","34","27","1.28","11.48","4.12","j5owSkGf",,"1"
"Elitserien 2008/2009","03.12.2008","Skovde","Hammarby","38:35","38","35","1.73","9.73","2.33","UepsR9V0",,"1"
"Elitserien 2008/2009","02.12.2008","Tumba","Ystads IF","23:34","23","34","3.02","10.36","1.47","n3LbU3Yc",,"2"
"Elitserien 2008/2009","21.11.2008","Alingsas","Savehof","29:29","29","29","2.85","10.27","1.52","pIkQ0Tsp",,"X"
"Elitserien 2008/2009","21.11.2008","Lugi","Lindesberg","34:27","34","27","1.23","11.95","4.67","StuVamcj",,"1"
"Elitserien 2004/2005","08.12.2004","Djurgardens","Guif","30:24","30","24","3.73","9.96","1.33","CQzlRbJU",,"1"
"Elitserien 2004/2005","07.12.2004","Vasteras Irsta HF","Savehof","20:39","20","39","7.42","11.16","1.10","YZypSv4O",,"2"
"Elitserien 2004/2005","06.12.2004","Redbergslids","Lund","23:21","23","21","1.45","9.99","3.00","6D5mTKlI",,"1"
"Elitserien 2004/2005","05.12.2004","Tumba","IFK Ystads","23:31","23","31","2.45","9.83","1.67","SM6qU0ZB",,"2"
"Elitserien 2004/2005","03.12.2004","Kroppskultur","Hammarby","30:30","30","30","2.91","9.85","1.46","Kd3yWM4a",,"X"
"Elitserien 2004/2005","03.12.2004","Lugi","Drott","32:27","32","27","2.11","8.60","1.86","Ya7uVtK5",,"1"
"Elitserien 2004/2005","01.12.2004","Skovde","Heid","37:28","37","28","1.03","15.00","11.33","xYDWW2kg",,"1"
"Elitserien 2004/2005","29.11.2004","Guif","Skovde","26:31","26","31","2.94","9.58","1.48","U7AOYOKt",,"2"
"Elitserien 2004/2005","29.11.2004","Hammarby","Redbergslids","30:23","30","23","1.35","9.60","3.57","hrmejijE",,"1"
"Handbollsligan 2017/2018","07.12.2017","Aranas","Redbergslids","22:25","22","25","5.41","11.34","1.24","SWer0eEb",,"2"
"Handbollsligan 2017/2018","07.12.2017","Hammarby","Ricoh","29:20","29","20","1.60","8.57","2.94","ETiv1yah",,"1"
"Handbollsligan 2017/2018","07.12.2017","Karlskrona","Malmo","25:32","25","32","7.33","13.07","1.15","tGgW2cUu",,"2"
"Handbollsligan 2017/2018","07.12.2017","Skovde","Alingsas","25:30","25","30","4.01","9.96","1.36","lnpibZrB",,"2"
"Handbollsligan 2017/2018","06.12.2017","Helsingborg","Kristianstad","22:30","22","30","12.26","18.22","1.06","K6hz2Hqn",,"2"
"Handbollsligan 2017/2018","06.12.2017","Ystads IF","Lugi","29:22","29","22","1.66","8.83","2.73","dCqecgbH",,"1"
"Handbollsligan 2017/2018","04.12.2017","Malmo","Hammarby","31:25","31","25","1.16","12.70","6.96","ttNPsEbU",,"1"
"Handbollsligan 2017/2018","04.12.2017","Redbergslids","Savehof","22:30","22","30","1.64","8.68","2.77","zwX4nxpa",,"2"
"Handbollsligan 2017/2018","03.12.2017","Guif","Ystads IF","31:24","31","24","2.12","8.01","2.05","2kOLrfqO",,"1"
"Handbollsligan 2017/2018","02.12.2017","Ricoh","Helsingborg","24:21","24","21","1.30","10.80","4.43","63S0mIUh",,"1"
"Elitserien 2015/2016","15.12.2015","Alingsas","Drott","28:22","28","22","1.01","22.85","24.11","SIEiKZeK",,"1"
"Elitserien 2015/2016","15.12.2015","Aranas","Savehof","34:32","34","32","6.27","12.61","1.18","lSFmLFtE",,"1"
"Elitserien 2015/2016","15.12.2015","Kristianstad","Malmo","27:17","27","17","1.10","14.45","9.04","MuEeJgBQ",,"1"
"Elitserien 2015/2016","15.12.2015","Redbergslids","Guif","29:22","29","22","1.67","9.13","2.64","CAW4dW3D",,"1"
"Elitserien 2015/2016","13.12.2015","Guif","Lugi","32:24","32","24","1.79","8.61","2.40","vcYdbhZ0",,"1"
"Elitserien 2015/2016","13.12.2015","Ystads IF","Redbergslids","23:28","23","28","1.25","11.42","4.91","tCFgaYJf",,"2"
"Elitserien 2015/2016","12.12.2015","Malmo","Hammarby","24:25","24","25","1.52","9.35","3.07","YJX0cCl7",,"2"
"Elitserien 2015/2016","11.12.2015","Savehof","Alingsas","22:25","22","25","1.91","8.85","2.19","KdRp1fkr",,"2"
"Elitserien 2013/2014","21.12.2013","Ystads IF","Lugi","25:22","25","22","2.77","9.22","1.59","xzmhucX0",,"1"
"Elitserien 2013/2014","18.12.2013","Drott","Redbergslids","25:27","25","27","1.79","8.82","2.35","Qy11kse8",,"2"
"Elitserien 2013/2014","18.12.2013","Guif","Malmo","33:23","33","23","1.42","9.78","3.46","WY39mLPK",,"1"
"Elitserien 2013/2014","18.12.2013","Hammarby","Lund","34:31","34","31","1.26","11.39","4.65","AP2DnuuR",,"1"
"Elitserien 2013/2014","18.12.2013","Kristianstad","Ystads IF","26:22","26","22","1.19","12.24","5.81","xC45l1AE",,"1"
"Elitserien 2013/2014","17.12.2013","Lugi","Alingsas","36:31","36","31","1.42","9.92","3.44","G6JASJme",,"1"
"Elitserien 2013/2014","17.12.2013","Onnereds","Skovde","24:28","24","28","3.55","10.47","1.39","OWMIQcI7",,"2"
"Elitserien 2013/2014","17.12.2013","Savehof","Rimbo","37:25","37","25","1.03","19.48","16.07","ptOERw31",,"1"
"Elitserien 2013/2014","14.12.2013","Onnereds","Drott","28:23","28","23","5.14","11.92","1.22","xOU8BCfD",,"1"
"Elitserien 2013/2014","11.12.2013","Alingsas","Guif","28:25","28","25","1.60","8.87","2.79","A14QmUJ3",,"1"
"Elitserien 2013/2014","11.12.2013","Malmo","Hammarby","27:25","27","25","1.58","9.19","2.80","rF2Yo8lG",,"1"
"Elitserien 2011/2012","12.12.2011","Malmo","Lugi","35:22","35","22","1.68","9.34","2.50","CYVf3Dnl",,"1"
"Elitserien 2011/2012","12.12.2011","Savehof","Skovde","30:30","30","30","1.25","11.83","4.65","pnU21iH0",,"X"
"Elitserien 2011/2012","11.12.2011","Alingsas","Guif","21:27","21","27","1.77","9.02","2.35","t6N7AefE",,"2"
"Elitserien 2011/2012","11.12.2011","Drott","Ystads IF","24:25","24","25","1.68","9.28","2.50","AuSB9F9K",,"2"
"Elitserien 2011/2012","11.12.2011","Kristianstad","Tumba","28:24","28","24","1.13","13.67","6.78","lWQF8ZOQ",,"1"
"Elitserien 2011/2012","11.12.2011","Lund","Redbergslids","24:31","24","31","2.09","8.50","1.97","fD3r4gXs",,"2"
"Elitserien 2011/2012","10.12.2011","Hammarby","Aranas","25:22","25","22","1.88","8.65","2.20","6eVb2X1f",,"1"
"Elitserien 2011/2012","07.12.2011","Guif","Hammarby","29:27","29","27","1.05","16.49","11.93","h0wb6Ryq",,"1"
"Elitserien 2011/2012","06.12.2011","Aranas","Drott","29:26","29","26","2.20","8.86","1.87","fPZE2qy8",,"1"
"Elitserien 2010/2011","26.12.2010","Hammarby","Drott","29:25","29","25","","","","vXR90dAO",,"1"
"Elitserien 2010/2011","26.12.2010","Lindesberg","Skovde","35:29","35","29","","","","4EZd3bQ5",,"1"
"Elitserien 2010/2011","26.12.2010","Redbergslids","Lugi","31:32","31","32","","","","IHw12IuC",,"2"
"Elitserien 2010/2011","26.12.2010","Savehof","Aranas","28:27","28","27","","","","W4q0PumP",,"1"
"Elitserien 2010/2011","22.12.2010","Malmo","Alingsas","27:27","27","27","","","","0Mtp60tm",,"X"
"Elitserien 2010/2011","22.12.2010","Guif","Skovde","31:29","31","29","","","","MVst7tRt",,"1"
"Elitserien 2010/2011","22.12.2010","Savehof","Lindesberg","42:32","42","32","","","","SrDt5Keg",,"1"
"Elitserien 2010/2011","20.12.2010","Drott","Savehof","25:23","25","23","","","","4jeEBMIP",,"1"
"Elitserien 2010/2011","20.12.2010","Skovde","Ystads IF","36:27","36","27","","","","jmiAC23J",,"1"
"Elitserien 2010/2011","19.12.2010","Aranas","Alingsas","19:28","19","28","","","","rc2L3AaJ",,"2"
"Elitserien 2010/2011","19.12.2010","Kristianstad","Hammarby","26:21","26","21","","","","463H4jpD",,"1"
"Elitserien 2009/2010","09.12.2009","Ystads IF","Kristianstad","33:29","33","29","1.32","11.39","3.89","rL2SkKoi",,"1"
"Elitserien 2009/2010","06.12.2009","Drott","Skovde","29:28","29","28","1.57","10.10","2.72","zXzwyLWc",,"1"
"Elitserien 2009/2010","06.12.2009","Kristianstad","Hammarby","28:24","28","24","1.96","9.03","2.06","h8oYy1Hi",,"1"
"Elitserien 2009/2010","05.12.2009","Alingsas","Ystads IF","30:32","30","32","1.43","10.56","3.21","EHnUxs2o",,"2"
"Elitserien 2009/2010","05.12.2009","Savehof","Guif","32:26","32","26","1.37","10.62","3.61","lzuszun4",,"1"
"Elitserien 2009/2010","04.12.2009","Lugi","Malmo","27:24","27","24","1.56","9.87","2.75","IV6iFcPp",,"1"
"Elitserien 2009/2010","03.12.2009","Helsingborg","Lund","29:25","29","25","2.26","8.92","1.82","YcVKKJ1N",,"1"
"Elitserien 2009/2010","03.12.2009","Lindesberg","Redbergslids","28:32","28","32","1.57","9.86","2.72","GMKPJwHT",,"2"
"Elitserien 2008/2009","19.11.2008","Hammarby","IFK Ystads","33:20","33","20","1.05","15.80","12.09","IT4ZQftE",,"1"
"Elitserien 2008/2009","19.11.2008","Ystads IF","Guif","28:37","28","37","1.38","11.35","3.35","C62r2B3D",,"2"
"Elitserien 2008/2009","19.11.2008","Drott","Skovde","29:30","29","30","2.24","8.78","1.82","84AA3DJf",,"2"
"Elitserien 2008/2009","19.11.2008","Redbergslids","Lund","28:27","28","27","1.88","8.78","2.16","ne9E2XY0",,"1"
"Elitserien 2008/2009","19.11.2008","Trelleborg","Tumba","24:22","24","22","1.61","10.14","2.56","YF3v3il7",,"1"
"Elitserien 2008/2009","17.11.2008","Savehof","Hammarby","39:25","39","25","1.35","11.05","3.68","8A1G2ZOF",,"1"
"Elitserien 2008/2009","16.11.2008","Guif","Trelleborg","41:25","41","25","1.14","13.50","5.96","dQr6f3h7",,"1"
"Elitserien 2008/2009","15.11.2008","Tumba","Redbergslids","30:31","30","31","3.35","11.26","1.39","nRwExEtD",,"2"
"Elitserien 2008/2009","14.11.2008","IFK Ystads","Drott","25:29","25","29","1.98","8.68","2.05","IgnDiiiN",,"2"
"Elitserien 2008/2009","14.11.2008","Lugi","Alingsas","28:20","28","20","1.58","10.14","2.64","I9UegDMA",,"1"
"Elitserien 2004/2005","29.11.2004","Savehof","Lugi","37:23","37","23","1.15","9.99","5.70","bsFSXrzm",,"1"
"Elitserien 2004/2005","28.11.2004","Drott","Djurgardens","44:23","44","23","1.09","10.85","7.55","6k70U9Tf",,"1"
"Elitserien 2004/2005","28.11.2004","Heid","Tumba","28:23","28","23","3.18","10.01","1.41","v358Smb7",,"1"
"Elitserien 2004/2005","28.11.2004","IFK Ystads","Kroppskultur","27:28","27","28","1.17","10.99","5.71","pt64TTr1",,"2"
"Elitserien 2004/2005","28.11.2004","Lund","Vasteras Irsta HF","28:22","28","22","1.24","9.88","4.59","jw9CR7DD",,"1"
"Elitserien 2004/2005","25.11.2004","Vasteras Irsta HF","Lugi","26:32","26","32","2.73","9.52","1.55","lECeVkEl",,"2"
"Elitserien 2004/2005","24.11.2004","Djurgardens","Savehof","25:41","25","41","5.67","10.28","1.16","IPYCwE68",,"2"
"Elitserien 2004/2005","24.11.2004","Kroppskultur","Heid","30:26","30","26","1.23","10.41","4.63","dGXGxYLE",,"1"
"Elitserien 2004/2005","24.11.2004","Lund","Hammarby","22:30","22","30","2.80","9.70","1.51","vuNLyhyL",,"2"
"Elitserien 2004/2005","24.11.2004","Redbergslids","IFK Ystads","22:28","22","28","1.87","8.86","2.10","ANDiWVbr",,"2"
"Handbollsligan 2017/2018","01.12.2017","Lugi","Skovde","28:26","28","26","1.24","11.33","5.13","8SOHqzUH",,"1"
"Handbollsligan 2017/2018","29.11.2017","Alingsas","Aranas","32:23","32","23","1.04","20.39","14.46","dhLDpGEB",,"1"
"Handbollsligan 2017/2018","29.11.2017","Karlskrona","Kristianstad","24:29","24","29","15.88","20.93","1.03","ETV8oda5",,"2"
"Handbollsligan 2017/2018","01.03.2018","Hammarby","Kristianstad","24:29","24","29","3.93","9.76","1.37","UggILraP",,"2"
"Handbollsligan 2017/2018","26.11.2017","Aranas","Guif","26:36","26","36","3.00","8.41","1.58","SCTdlbFn",,"2"
"Handbollsligan 2017/2018","24.11.2017","Alingsas","Redbergslids","20:25","20","25","1.52","8.96","3.14","fPbrVzFO",,"2"
"Handbollsligan 2017/2018","24.11.2017","Helsingborg","Savehof","22:21","22","21","6.40","13.36","1.17","GYavWGaI",,"1"
"Handbollsligan 2017/2018","23.11.2017","Ystads IF","Ricoh","30:17","30","17","1.25","11.19","5.09","8SnQgKiP",,"1"
"Elitserien 2015/2016","11.12.2015","Skovde","Kristianstad","25:30","25","30","13.56","15.86","1.05","bmQl0E4l",,"2"
"Elitserien 2015/2016","10.12.2015","Ricoh","Karlskrona","24:19","24","19","1.52","9.31","3.06","S4ZI5zsR",,"1"
"Elitserien 2015/2016","09.12.2015","Alingsas","Guif","30:22","30","22","1.27","11.57","4.57","vqgOqgK7",,"1"
"Elitserien 2015/2016","09.12.2015","Hammarby","Savehof","24:25","24","25","1.95","8.40","2.18","hns68xc8",,"2"
"Elitserien 2015/2016","09.12.2015","Kristianstad","Lugi","34:28","34","28","1.21","11.91","5.62","6koA7dCE",,"1"
"Elitserien 2015/2016","09.12.2015","Malmo","Drott","31:20","31","20","1.03","19.61","15.68","0hfKpZ41",,"1"
"Elitserien 2015/2016","08.12.2015","Aranas","Skovde","31:25","31","25","1.95","8.66","2.17","KtwNoFke",,"1"
"Elitserien 2015/2016","07.12.2015","Redbergslids","Ricoh","27:28","27","28","1.25","11.21","4.93","tjvJnezk",,"2"
"Elitserien 2015/2016","06.12.2015","Karlskrona","Ystads IF","24:29","24","29","4.89","11.43","1.25","nTvFmyLr",,"2"
"Elitserien 2013/2014","11.12.2013","Rimbo","Lugi","31:36","31","36","7.81","14.09","1.11","xGK6TaYl",,"2"
"Elitserien 2013/2014","11.12.2013","Savehof","Kristianstad","32:23","32","23","2.42","8.48","1.77","fiV1UuJr",,"1"
"Elitserien 2013/2014","11.12.2013","Ystads IF","Onnereds","36:23","36","23","1.12","13.95","7.53","lh3UnlZ9",,"1"
"Elitserien 2013/2014","10.12.2013","Lund","Redbergslids","28:39","28","39","2.43","8.45","1.76","4lZPkjki",,"2"
"Elitserien 2013/2014","10.12.2013","Skovde","Drott","29:34","29","34","1.80","8.65","2.34","ruYTlA4c",,"2"
"Elitserien 2013/2014","08.12.2013","Guif","Ystads IF","30:22","30","22","1.39","10.11","3.58","hA57X8ZM",,"1"
"Elitserien 2013/2014","08.12.2013","Hammarby","Skovde","26:26","26","26","1.66","8.85","2.61","W04BWSlT",,"X"
"Elitserien 2013/2014","08.12.2013","Lugi","Savehof","28:25","28","25","1.36","10.24","3.77","joorR6Cj",,"1"
"Elitserien 2013/2014","08.12.2013","Onnereds","Rimbo","28:31","28","31","1.53","9.58","2.96","Oz13YlKG",,"2"
"Elitserien 2013/2014","07.12.2013","Drott","Lund","32:29","32","29","1.24","11.47","4.97","2LCfzBk4",,"1"
"Elitserien 2011/2012","06.12.2011","Lugi","Kristianstad","23:27","23","27","1.48","9.73","3.09","nZSNA7TR",,"2"
"Elitserien 2011/2012","06.12.2011","Redbergslids","Savehof","31:27","31","27","3.09","10.40","1.46","2FO3Byu8",,"1"
"Elitserien 2011/2012","06.12.2011","Skovde","Alingsas","25:30","25","30","1.69","9.33","2.47","AyY25oik",,"2"
"Elitserien 2011/2012","06.12.2011","Tumba","Lund","25:27","25","27","1.78","8.91","2.33","lSW6456e",,"2"
"Elitserien 2011/2012","06.12.2011","Ystads IF","Malmo","30:28","30","28","1.38","10.90","3.55","rkWA3PL1",,"1"
"Elitserien 2011/2012","03.12.2011","Alingsas","Redbergslids","25:23","25","23","1.31","11.53","4.00","dpzBD9q9",,"1"
"Elitserien 2011/2012","01.12.2011","Malmo","Aranas","30:26","30","26","1.39","10.60","3.46","hCTJBmEL",,"1"
"Elitserien 2011/2012","30.11.2011","Guif","Skovde","22:22","22","22","1.23","11.82","4.90","v9PFCTbF",,"X"
"Elitserien 2011/2012","30.11.2011","Hammarby","Drott","24:26","24","26","3.01","9.91","1.50","M7eUj6i2",,"2"
"Elitserien 2010/2011","19.12.2010","Lindesberg","Redbergslids","23:31","23","31","","","","zXbD5WU6",,"2"
"Elitserien 2010/2011","19.12.2010","Malmo","Lund","29:32","29","32","","","","dt096CF0",,"2"
"Elitserien 2010/2011","17.12.2010","Lugi","Guif","26:27","26","27","","","","EHA47h0f",,"2"
"Elitserien 2010/2011","15.12.2010","Alingsas","Lugi","22:22","22","22","","","","vuG1AEVs",,"X"
"Elitserien 2010/2011","15.12.2010","Lindesberg","Ystads IF","30:30","30","30","","","","Y1F59Ypl",,"X"
"Elitserien 2010/2011","13.12.2010","Lund","Aranas","31:21","31","21","","","","KfZUFz8K",,"1"
"Elitserien 2010/2011","13.12.2010","Redbergslids","Skovde","25:28","25","28","","","","xWTZEfNQ",,"2"
"Elitserien 2010/2011","13.12.2010","Savehof","Kristianstad","27:21","27","21","","","","OrOzhXFD",,"1"
"Elitserien 2010/2011","12.12.2010","Alingsas","Drott","26:26","26","26","","","","t4zRGGhE",,"X"
"Elitserien 2010/2011","12.12.2010","Guif","Lindesberg","30:28","30","28","","","","SGURggo1",,"1"
"Elitserien 2009/2010","01.12.2009","Hammarby","Alingsas","31:25","31","25","2.31","9.33","1.77","KfRGLanH",,"1"
"Elitserien 2009/2010","30.11.2009","Guif","Helsingborg","33:26","33","26","1.16","13.36","5.86","rP40NLH4",,"1"
"Elitserien 2009/2010","30.11.2009","Malmo","Lindesberg","31:30","31","30","1.55","10.03","2.80","QmAeO12b",,"1"
"Elitserien 2009/2010","30.11.2009","Skovde","Savehof","30:30","30","30","2.40","9.20","1.73","QXRCMuXA",,"X"
"Elitserien 2009/2010","29.11.2009","Lund","Kristianstad","21:24","21","24","1.51","10.19","2.90","hzCmQNXo",,"2"
"Elitserien 2008/2009","12.11.2008","Skovde","Ystads IF","35:28","35","28","1.77","9.43","2.26","n967cLa8",,"1"
"Elitserien 2008/2009","12.11.2008","Lindesberg","Lund","21:23","21","23","1.92","8.87","2.11","GtfeXyN7",,"2"
"Elitserien 2008/2009","10.11.2008","Drott","Savehof","29:31","29","31","3.83","11.95","1.31","27qdU8kK",,"2"
"Elitserien 2008/2009","10.11.2008","Redbergslids","Guif","32:32","32","32","1.49","10.61","2.92","dUr0TS4Q",,"X"
"Elitserien 2008/2009","09.11.2008","Ystads IF","IFK Ystads","31:27","31","27","3.61","12.73","2.68","nVFQJI7D",,"1"
"Elitserien 2008/2009","09.11.2008","Alingsas","Lindesberg","32:29","32","29","1.34","11.52","3.59","hWMHLvw1",,"1"
"Elitserien 2008/2009","09.11.2008","Lund","Tumba","33:31","33","31","1.06","15.73","10.31","zeCMKbh7",,"1"
"Elitserien 2008/2009","09.11.2008","Trelleborg","Skovde","29:33","29","33","3.50","11.55","1.36","hOnMgYvA",,"2"
"Elitserien 2008/2009","05.11.2008","IFK Ystads","Trelleborg","26:30","26","30","1.40","11.15","3.31","dpwFXEoe",,"2"
"Elitserien 2004/2005","24.11.2004","Tumba","Guif","26:26","26","26","1.94","8.60","2.05","hrRPzCjR",,"X"
"Elitserien 2004/2005","23.11.2004","Skovde","Drott","40:25","40","25","1.32","10.17","3.72","jJpVEUT7",,"1"
"Elitserien 2004/2005","14.11.2004","Guif","Kroppskultur","32:22","32","22","1.37","10.07","3.49","CSoRFAE1",,"1"
"Elitserien 2004/2005","13.11.2004","IFK Ystads","Lund","36:22","36","22","1.29","10.51","4.08","U3dMGjae",,"1"
"Elitserien 2004/2005","12.11.2004","Hammarby","Vasteras Irsta HF","40:25","40","25","1.12","10.99","7.05","MwgEICUr",,"1"
"Elitserien 2004/2005","12.11.2004","Lugi","Djurgardens","27:21","27","21","1.29","9.86","4.09","G0hIHWqk",,"1"
"Elitserien 2004/2005","11.11.2004","Heid","Redbergslids","23:26","23","26","5.98","10.99","1.16","KU6nNhMR",,"2"
"Elitserien 2004/2005","10.11.2004","Drott","Tumba","27:25","27","25","1.25","10.48","4.54","2gCsOY6L",,"1"
"Elitserien 2004/2005","10.11.2004","Savehof","Skovde","29:29","29","29","1.83","8.66","2.20","O2DwPEiF",,"X"
"Elitserien 2004/2005","04.11.2004","Vasteras Irsta HF","Djurgardens","24:27","24","27","1.80","8.63","2.22","UuEZPfx9",,"2"
"Handbollsligan 2017/2018","22.11.2017","Karlskrona","Lugi","23:33","23","33","4.22","9.63","1.34","lCTsXdpC",,"2"
"Handbollsligan 2017/2018","22.11.2017","Skovde","Malmo","32:37","32","37","4.21","9.64","1.34","plvhkv0t",,"2"
"Handbollsligan 2017/2018","18.02.2018","Malmo","Alingsas","23:21","23","21","1.49","8.64","3.28","GbVZYIFa",,"1"
"Handbollsligan 2017/2018","21.11.2017","Guif","Hammarby","28:25","28","25","1.45","9.15","3.43","ALUwYxV5",,"1"
"Handbollsligan 2017/2018","19.11.2017","Redbergslids","Helsingborg","39:28","39","28","1.07","17.72","11.07","lloet1NP",,"1"
"Handbollsligan 2017/2018","17.11.2017","Savehof","Ystads IF","29:28","29","28","1.83","7.95","2.41","2eRVZb0g",,"1"
"Handbollsligan 2017/2018","16.11.2017","Kristianstad","Skovde","39:29","39","29","1.06","18.15","11.96","ttwNyLVt",,"1"
"Elitserien 2015/2016","06.12.2015","Drott","Hammarby","19:28","19","28","4.63","11.31","1.28","A7mmhHCR",,"2"
"Elitserien 2015/2016","05.12.2015","Guif","Aranas","39:24","39","24","1.06","16.37","11.58","SrbrgccL",,"1"
"Elitserien 2015/2016","03.12.2015","Savehof","Malmo","28:23","28","23","1.53","9.55","3.01","tSeWeaD2",,"1"
"Elitserien 2015/2016","03.12.2015","Skovde","Redbergslids","26:28","26","28","3.20","9.32","1.49","KIfzeJS8",,"2"
"Elitserien 2015/2016","03.12.2015","Ystads IF","Alingsas","28:26","28","26","1.69","9.22","2.57","lhavfwrF",,"1"
"Elitserien 2015/2016","02.12.2015","Drott","Aranas","30:33","30","33","1.61","9.26","2.78","lEzF6GRK",,"2"
"Elitserien 2015/2016","02.12.2015","Ricoh","Kristianstad","27:31","27","31","10.61","16.15","1.08","vNHmXFz2",,"2"
"Elitserien 2015/2016","30.11.2015","Malmo","Redbergslids","26:25","26","25","1.47","9.51","3.30","lfCxUqPo",,"1"
"Elitserien 2015/2016","30.11.2015","Lugi","Karlskrona","33:30","33","30","1.09","14.79","9.92","SnEqYeLe",,"1"
"Elitserien 2015/2016","29.11.2015","Hammarby","Skovde","27:22","27","22","1.24","11.20","5.19","fZFyzIjq",,"1"
"Elitserien 2013/2014","07.12.2013","Kristianstad","Alingsas","32:23","32","23","1.34","10.35","3.90","xrsvSncp",,"1"
"Elitserien 2013/2014","07.12.2013","Redbergslids","Malmo","31:31","31","31","1.65","8.95","2.66","pp2aZU4A",,"X"
"Elitserien 2013/2014","05.12.2013","Skovde","Redbergslids","22:27","22","27","1.54","9.64","2.90","jo9jyizb",,"2"
"Elitserien 2013/2014","04.12.2013","Alingsas","Onnereds","27:22","27","22","1.04","17.06","14.05","tGRaETSp",,"1"
"Elitserien 2013/2014","04.12.2013","Lugi","Guif","30:23","30","23","1.41","9.90","3.49","Mciz3Fsb",,"1"
"Elitserien 2013/2014","04.12.2013","Rimbo","Hammarby","23:33","23","33","4.27","11.17","1.29","z1ev2Zd4",,"2"
"Elitserien 2013/2014","04.12.2013","Savehof","Drott","25:21","25","21","1.53","9.53","2.96","IXArwD5o",,"1"
"Elitserien 2013/2014","04.12.2013","Ystads IF","Lund","41:25","41","25","1.32","10.85","4.00","dO9nxXKi",,"1"
"Elitserien 2013/2014","01.12.2013","Alingsas","Drott","31:31","31","31","1.36","10.29","3.78","ARmHMiL4",,"X"
"Elitserien 2011/2012","30.11.2011","Kristianstad","Ystads IF","20:21","20","21","1.92","8.70","2.15","0h7LhSMk",,"2"
"Elitserien 2011/2012","30.11.2011","Lund","Lugi","27:35","27","35","3.31","10.36","1.42","rHdQinxd",,"2"
"Elitserien 2011/2012","30.11.2011","Savehof","Tumba","35:27","35","27","1.03","17.79","14.81","Igy7EkU2",,"1"
"Elitserien 2011/2012","28.11.2011","Skovde","Hammarby","27:30","27","30","1.12","14.43","6.89","nk3Hg87q",,"2"
"Elitserien 2011/2012","27.11.2011","Lugi","Savehof","22:26","22","26","2.92","9.90","1.51","U9GkblaS",,"2"
"Elitserien 2011/2012","25.11.2011","Ystads IF","Lund","41:25","41","25","1.20","12.61","5.34","n1gwaUqM",,"1"
"Elitserien 2011/2012","23.11.2011","Aranas","Kristianstad","28:26","28","26","1.95","8.95","2.10","dC0Q1Wa3",,"1"
"Elitserien 2010/2011","12.12.2010","Hammarby","Lugi","24:26","24","26","","","","AuKWhD07",,"2"
"Elitserien 2010/2011","12.12.2010","Ystads IF","Malmo","21:31","21","31","","","","lQVNfZVf",,"2"
"Elitserien 2010/2011","05.12.2010","Drott","Lund","31:29","31","29","","","","t0WJeFGl",,"1"
"Elitserien 2010/2011","05.12.2010","Kristianstad","Alingsas","22:23","22","23","","","","bi97de1r",,"2"
"Elitserien 2010/2011","03.12.2010","Aranas","Ystads IF","30:20","30","20","","","","IgewENWF",,"1"
"Elitserien 2010/2011","02.12.2010","Skovde","Malmo","29:30","29","30","","","","4jiZE3H9",,"2"
"Elitserien 2010/2011","01.12.2010","Lindesberg","Hammarby","30:27","30","27","","","","WxgRGPnc",,"1"
"Elitserien 2010/2011","01.12.2010","Lugi","Savehof","31:31","31","31","","","","ATiVFq23",,"X"
"Elitserien 2010/2011","01.12.2010","Redbergslids","Guif","28:33","28","33","","","","j3ozhtAd",,"2"
"Elitserien 2009/2010","29.11.2009","Redbergslids","Drott","28:26","28","26","1.54","10.34","2.80","ncBiPsmh",,"1"
"Elitserien 2009/2010","29.11.2009","Ystads IF","Lugi","29:32","29","32","1.56","10.25","2.72","t08qR3Iu",,"2"
"Elitserien 2009/2010","26.11.2009","Helsingborg","Skovde","26:24","26","24","2.65","9.83","1.60","0fzOt7Rt",,"1"
"Elitserien 2009/2010","26.11.2009","Kristianstad","Guif","33:28","33","28","2.43","9.65","1.70","UBmdomJP",,"1"
"Elitserien 2009/2010","26.11.2009","Lindesberg","Ystads IF","29:33","29","33","1.74","9.19","2.36","rVa3wy0J",,"2"
"Elitserien 2009/2010","25.11.2009","Alingsas","Lund","24:24","24","24","1.19","12.75","5.46","z5deucV6",,"X"
"Elitserien 2009/2010","25.11.2009","Drott","Savehof","25:29","25","29","2.32","9.22","1.78","UReavHpD",,"2"
"Elitserien 2009/2010","25.11.2009","Redbergslids","Malmo","26:30","26","30","1.32","11.41","3.88","jLlhnT3J",,"2"
"Elitserien 2009/2010","24.11.2009","Lugi","Hammarby","31:28","31","28","1.76","9.06","2.35","dEcitwG0",,"1"
"Elitserien 2009/2010","23.11.2009","Skovde","Kristianstad","27:26","27","26","1.28","11.74","4.20","vw3nsJ0f",,"1"
