"season","date","home_team","guest_team","score","home_score","guest_score","odds_1","odds_x","odds_2","explore_id","outcome","ftr"
"Handbollsligan 2017/2018","14.03.2018","Alingsas","Savehof","26:29","26","29","1.38","9.57","3.78","ELL63qws",,"2"
"Handbollsligan 2017/2018","14.03.2018","Hammarby","Helsingborg","26:31","26","31","1.29","10.20","4.64","hCKA23hm",,"2"
"Handbollsligan 2017/2018","14.03.2018","Karlskrona","Aranas","31:26","31","26","1.33","9.92","4.20","zyAF1N7g",,"1"
"Handbollsligan 2017/2018","14.03.2018","Kristianstad","Ricoh","30:22","30","22","1.01","23.45","19.68","nDhwLB8E",,"1"
"Handbollsligan 2017/2018","14.03.2018","Lugi","Guif","28:20","28","20","1.46","9.10","3.38","hEBnbl11",,"1"
"Handbollsligan 2017/2018","14.03.2018","Malmo","Redbergslids","24:28","24","28","1.50","8.64","3.24","6HFjc8G7",,"2"
"Handbollsligan 2017/2018","14.03.2018","Skovde","Ystads IF","33:35","33","35","3.69","9.58","1.40","8MgZLig8",,"2"
"Handbollsligan 2017/2018","11.03.2018","Aranas","Hammarby","27:24","27","24","1.94","8.17","2.23","biCraUoe",,"1"
"Handbollsligan 2017/2018","11.03.2018","Helsingborg","Alingsas","17:33","17","33","7.68","14.46","1.12","d8eC6CgL",,"2"
"Elitserien 2015/2016","02.04.2016","Alingsas","Kristianstad","27:28","27","28","4.16","10.46","1.33","pGttSxCl",,"2"
"Elitserien 2013/2014","08.04.2014","Alingsas","Ystads IF","42:19","42","19","1.41","10.10","3.48","0YoQpYRT",,"1"
"Elitserien 2011/2012","21.03.2012","Alingsas","Kristianstad","28:26","28","26","1.41","10.05","3.41","61OYHIPl",,"1"
"Elitserien 2010/2011","21.03.2011","Alingsas","Ystads IF","27:20","27","20","","","","WMnTP6vT",,"1"
"Elitserien 2009/2010","17.03.2010","Drott","Guif","26:33","26","33","1.77","9.28","2.34","8vvldyRD",,"2"
"Elitserien 2008/2009","14.03.2009","Savehof","IFK Ystads","38:23","38","23","1.09","15.06","9.10","4fYy95jc",,"1"
"Elitserien 2004/2005","18.03.2005","Guif","Savehof","28:28","28","28","3.89","9.99","1.28","GIJjsmQR",,"X"
"Handbollsligan 2017/2018","11.03.2018","Redbergslids","Kristianstad","23:23","23","23","2.60","8.18","1.71","r5i87hvF",,"X"
"Handbollsligan 2017/2018","11.03.2018","Ricoh","Lugi","19:35","19","35","4.15","9.79","1.34","0t238YO8",,"2"
"Handbollsligan 2017/2018","11.03.2018","Ystads IF","Karlskrona","39:31","39","31","1.16","13.39","6.57","hvsr1jHr",,"1"
"Handbollsligan 2017/2018","10.03.2018","Guif","Skovde","29:26","29","26","1.23","11.27","5.35","K0Dv0AWl",,"1"
"Handbollsligan 2017/2018","09.03.2018","Savehof","Malmo","29:31","29","31","2.44","7.86","1.82","jVfG5W8R",,"2"
"Handbollsligan 2017/2018","08.03.2018","Kristianstad","Lugi","28:25","28","25","1.22","11.34","5.58","4EWYhgPL",,"1"
"Handbollsligan 2017/2018","07.03.2018","Aranas","Savehof","25:26","25","26","3.95","9.76","1.36","fqBDoBHe",,"2"
"Handbollsligan 2017/2018","07.03.2018","Hammarby","Ystads IF","30:33","30","33","2.64","8.22","1.70","0pI4mXnq",,"2"
"Elitserien 2015/2016","02.04.2016","Aranas","Redbergslids","20:33","20","33","5.56","11.71","1.22","ER61ZKJE",,"2"
"Elitserien 2015/2016","02.04.2016","Drott","Lugi","31:30","31","30","16.20","19.08","1.03","SvWpRdRf",,"1"
"Elitserien 2015/2016","02.04.2016","Hammarby","Ricoh","34:30","34","30","1.40","10.12","3.63","trzkQGt1",,"1"
"Elitserien 2015/2016","02.04.2016","Malmo","Karlskrona","30:25","30","25","1.09","15.51","9.67","zseAXblR",,"1"
"Elitserien 2015/2016","02.04.2016","Savehof","Guif","27:22","27","22","1.52","9.37","3.10","djd6YvZK",,"1"
"Elitserien 2015/2016","02.04.2016","Ystads IF","Skovde","30:25","30","25","1.07","16.09","11.47","6PsxTIdr",,"1"
"Elitserien 2015/2016","30.03.2016","Guif","Ystads IF","31:27","31","27","2.13","8.18","2.01","jgL6Dwce",,"1"
"Elitserien 2015/2016","29.03.2016","Skovde","Savehof","24:28","24","28","5.41","11.06","1.23","0O2cz148",,"2"
"Elitserien 2015/2016","28.03.2016","Karlskrona","Alingsas","32:26","32","26","5.71","11.96","1.20","nLEFBHR7",,"1"
"Elitserien 2015/2016","27.03.2016","Ricoh","Drott","41:24","41","24","1.06","16.44","11.50","8UFBCcC1",,"1"
"Elitserien 2013/2014","08.04.2014","Drott","Guif","27:34","27","34","3.22","9.70","1.47","6BnMoECN",,"2"
"Elitserien 2013/2014","08.04.2014","Kristianstad","Redbergslids","24:19","24","19","1.22","11.65","5.19","OSj1jxbh",,"1"
"Elitserien 2013/2014","08.04.2014","Lugi","Skovde","29:34","29","34","1.71","8.98","2.51","AqgDmzrB",,"2"
"Elitserien 2013/2014","08.04.2014","Onnereds","Hammarby","26:29","26","29","3.55","10.29","1.40","h8rInfcH",,"2"
"Elitserien 2013/2014","08.04.2014","Rimbo","Lund","32:39","32","39","2.53","9.24","1.69","2Jk5kdDb",,"2"
"Elitserien 2013/2014","08.04.2014","Savehof","Malmo","36:24","36","24","1.34","10.84","3.85","Whf9lGS4",,"1"
"Elitserien 2013/2014","30.03.2014","Drott","Savehof","33:33","33","33","2.01","8.67","2.08","fim1X2zG",,"X"
"Elitserien 2013/2014","26.03.2014","Drott","Skovde","34:28","34","28","1.56","9.26","2.87","6mM7NR6i",,"1"
"Elitserien 2013/2014","26.03.2014","Kristianstad","Savehof","31:25","31","25","1.47","9.55","3.20","bqGiHjpI",,"1"
"Elitserien 2013/2014","25.03.2014","Lugi","Rimbo","40:35","40","35","1.01","21.75","19.79","v1KFL5y4",,"1"
"Elitserien 2011/2012","21.03.2012","Guif","Malmo","35:31","35","31","1.31","10.98","4.03","vuhxJbAr",,"1"
"Elitserien 2011/2012","21.03.2012","Hammarby","Lugi","24:28","24","28","3.09","9.05","1.51","QmvfP0XE",,"2"
"Elitserien 2011/2012","21.03.2012","Redbergslids","Aranas","34:33","34","33","1.41","10.31","3.37","virbOKnL",,"1"
"Elitserien 2011/2012","21.03.2012","Savehof","Lund","42:31","42","31","1.02","19.85","17.27","YDs2Nv2R",,"1"
"Elitserien 2011/2012","21.03.2012","Skovde","Drott","30:33","30","33","1.50","9.99","3.00","rPlkQtI8",,"2"
"Elitserien 2011/2012","21.03.2012","Tumba","Ystads IF","27:30","27","30","3.79","10.87","1.34","phNxHxue",,"2"
"Elitserien 2011/2012","16.03.2012","Ystads IF","Redbergslids","28:27","28","27","1.28","11.31","4.34","4YkoRM22",,"1"
"Elitserien 2011/2012","14.03.2012","Aranas","Skovde","32:33","32","33","2.55","9.39","1.67","jopn4aek",,"2"
"Elitserien 2011/2012","14.03.2012","Drott","Guif","31:35","31","35","2.50","9.32","1.69","C0Yf2wQ1",,"2"
"Elitserien 2010/2011","21.03.2011","Guif","Drott","42:26","42","26","","","","tdx3J4Hd",,"1"
"Elitserien 2010/2011","21.03.2011","Hammarby","Aranas","22:27","22","27","","","","25waKp2j",,"2"
"Elitserien 2010/2011","21.03.2011","Lindesberg","Lugi","27:27","27","27","","","","2kVeRGz3",,"X"
"Elitserien 2010/2011","21.03.2011","Redbergslids","Kristianstad","37:31","37","31","","","","ObWiSdLd",,"1"
"Elitserien 2010/2011","21.03.2011","Savehof","Malmo","34:27","34","27","","","","8rveLQnp",,"1"
"Elitserien 2010/2011","21.03.2011","Skovde","Lund","29:24","29","24","","","","lbcOQnPM",,"1"
"Elitserien 2010/2011","19.03.2011","Aranas","Guif","30:27","30","27","","","","6kzCRS9G",,"1"
"Elitserien 2010/2011","19.03.2011","Kristianstad","Lindesberg","31:23","31","23","","","","xAnaUUPc",,"1"
"Elitserien 2009/2010","17.03.2010","Hammarby","Savehof","24:36","24","36","2.24","8.85","1.84","jJRcXilD",,"2"
"Elitserien 2009/2010","17.03.2010","Lindesberg","Lugi","28:23","28","23","2.57","9.64","1.64","46XdfFeQ",,"1"
"Elitserien 2009/2010","17.03.2010","Lund","Skovde","24:24","24","24","3.12","10.59","1.46","vqOgYXY6",,"X"
"Elitserien 2009/2010","17.03.2010","Malmo","Kristianstad","27:22","27","22","1.38","11.51","3.47","nVxheetK",,"1"
"Elitserien 2009/2010","17.03.2010","Redbergslids","Alingsas","32:32","32","32","2.32","9.53","1.76","6FJOkZ3s",,"X"
"Elitserien 2009/2010","17.03.2010","Ystads IF","Helsingborg","36:29","36","29","","15.94","9.25","0xJSlgJm",,"1"
"Elitserien 2009/2010","15.03.2010","Guif","Lund","35:27","35","27","1.09","15.20","8.17","6o8UyGZs",,"1"
"Elitserien 2009/2010","15.03.2010","Savehof","Ystads IF","33:30","33","30","1.44","10.49","3.20","dKYlZDJ0",,"1"
"Elitserien 2009/2010","15.03.2010","Skovde","Hammarby","29:27","29","27","1.76","8.86","2.38","ITZpzf4f",,"1"
"Elitserien 2009/2010","14.03.2010","Alingsas","Lindesberg","32:24","32","24","1.13","14.32","6.48","hvSgrIdE",,"1"
"Elitserien 2008/2009","14.03.2009","Ystads IF","Redbergslids","29:30","29","30","1.33","11.69","3.71","xpQl63zG",,"2"
"Elitserien 2008/2009","14.03.2009","Alingsas","Guif","27:24","27","24","1.67","9.89","2.48","CCXGprqp",,"1"
"Elitserien 2008/2009","14.03.2009","Drott","Lund","28:34","28","34","1.54","10.32","2.76","nZLopMDd",,"2"
"Elitserien 2008/2009","14.03.2009","Hammarby","Tumba","41:27","41","27","1.06","15.31","10.40","8rNso2bj",,"1"
"Elitserien 2008/2009","14.03.2009","Lindesberg","Trelleborg","33:28","33","28","1.06","15.21","10.57","GUyt8P53",,"1"
"Elitserien 2008/2009","14.03.2009","Lugi","Skovde","31:26","31","26","1.58","10.36","2.65","bgRp7qL9",,"1"
"Elitserien 2008/2009","11.03.2009","IFK Ystads","Lindesberg","31:38","31","38","5.99","13.07","1.16","Kj6b07mQ",,"2"
"Elitserien 2004/2005","18.03.2005","Hammarby","Skovde","29:42","29","42","2.45","9.99","1.62","bsPorTAL",,"2"
"Elitserien 2004/2005","18.03.2005","Heid","Lugi","30:31","30","31","","","","QTQwpkt9",,"2"
"Elitserien 2004/2005","18.03.2005","IFK Ystads","Djurgardens","33:17","33","17","1.10","9.99","7.00","IR5Ix7Yr",,"1"
"Elitserien 2004/2005","18.03.2005","Lund","Tumba","32:27","32","27","1.57","9.99","2.60","KjQsq9eF",,"1"
"Elitserien 2004/2005","18.03.2005","Redbergslids","Kroppskultur","32:25","32","25","","","","OO8Qzo3e",,"1"
"Elitserien 2004/2005","18.03.2005","Vasteras Irsta HF","Drott","28:23","28","23","5.50","9.99","1.15","Cl5MyRmk",,"1"
"Elitserien 2004/2005","15.03.2005","Djurgardens","Hammarby","31:37","31","37","3.35","9.99","1.38","ALriMol2",,"2"
"Elitserien 2004/2005","15.03.2005","Skovde","Lund","41:24","41","24","1.05","9.99","9.99","CQMZpVQ2",,"1"
"Elitserien 2004/2005","14.03.2005","Savehof","Heid","36:16","36","16","1.01","9.99","9.99","WUqmNRYe",,"1"
"Handbollsligan 2017/2018","07.03.2018","Karlskrona","Helsingborg","29:26","29","26","1.48","9.21","3.30","r5VxhDvS",,"1"
"Handbollsligan 2017/2018","07.03.2018","Skovde","Redbergslids","27:35","27","35","2.79","8.63","1.63","Mk3a9E92",,"2"
"Handbollsligan 2017/2018","06.03.2018","Malmo","Ricoh","35:25","35","25","1.05","18.31","12.18","CKL8ni2k",,"1"
"Handbollsligan 2017/2018","05.03.2018","Alingsas","Guif","29:26","29","26","1.38","9.60","3.82","YZ9HpVW1",,"1"
"Handbollsligan 2017/2018","04.03.2018","Redbergslids","Hammarby","24:26","24","26","1.14","13.58","7.42","bHeZXimd",,"2"
"Handbollsligan 2017/2018","02.03.2018","Helsingborg","Skovde","31:28","31","28","3.92","10.00","1.37","KQdVYXXk",,"1"
"Handbollsligan 2017/2018","02.03.2018","Ricoh","Alingsas","21:33","21","33","3.71","9.50","1.41","dO1vRwy5",,"2"
"Handbollsligan 2017/2018","02.03.2018","Ystads IF","Aranas","26:18","26","18","1.08","16.74","10.17","8nwQfFf9",,"1"
"Elitserien 2015/2016","24.03.2016","Kristianstad","Aranas","36:18","36","18","1.00","21.37","22.81","C2M2EJsk",,"1"
"Elitserien 2015/2016","24.03.2016","Lugi","Malmo","26:22","26","22","1.59","9.28","2.82","MLuWWRcG",,"1"
"Elitserien 2015/2016","24.03.2016","Redbergslids","Hammarby","26:25","26","25","1.53","9.21","3.03","IuNbFaSr",,"1"
"Elitserien 2015/2016","22.03.2016","Drott","Ystads IF","28:35","28","35","11.53","16.53","1.06","jyAWBQLj",,"2"
"Elitserien 2015/2016","21.03.2016","Malmo","Skovde","31:22","31","22","1.13","14.07","7.38","06iNYmT3",,"1"
"Elitserien 2015/2016","21.03.2016","Savehof","Ricoh","21:21","21","21","1.17","12.76","6.50","vcjRX7rA",,"X"
"Elitserien 2015/2016","20.03.2016","Alingsas","Redbergslids","30:24","30","24","1.39","9.74","3.70","WWnJZTDc",,"1"
"Elitserien 2015/2016","20.03.2016","Aranas","Lugi","24:37","24","37","7.56","13.63","1.14","htlFzAbi",,"2"
"Elitserien 2013/2014","22.03.2014","Drott","Ystads IF","28:28","28","28","1.55","9.53","2.91","WbVeHdqP",,"X"
"Elitserien 2013/2014","20.03.2014","Skovde","Savehof","28:37","28","37","2.13","8.47","1.97","t41diIrn",,"2"
"Elitserien 2013/2014","19.03.2014","Drott","Onnereds","27:24","27","24","1.18","12.80","6.05","UTchhbTu",,"1"
"Elitserien 2013/2014","19.03.2014","Hammarby","Kristianstad","25:26","25","26","2.38","8.95","1.77","dtTwZzTH",,"2"
"Elitserien 2013/2014","19.03.2014","Malmo","Alingsas","18:28","18","28","2.00","8.50","2.08","IkUZZGDB",,"2"
"Elitserien 2013/2014","19.03.2014","Redbergslids","Lugi","23:30","23","30","2.22","8.73","1.87","h8MnXEcU",,"2"
"Elitserien 2013/2014","19.03.2014","Ystads IF","Rimbo","34:22","34","22","1.04","17.57","14.54","EHNrYfrO",,"1"
"Elitserien 2013/2014","18.03.2014","Lund","Guif","28:40","28","40","5.80","12.25","1.19","OSUVzcb5",,"2"
"Elitserien 2013/2014","15.03.2014","Rimbo","Skovde","32:40","32","40","4.87","11.79","1.24","S0yNxJTh",,"2"
"Elitserien 2011/2012","14.03.2012","Kristianstad","Savehof","27:27","27","27","2.86","9.84","1.55","Y9Zj3JAe",,"X"
"Elitserien 2011/2012","14.03.2012","Lund","Hammarby","23:38","23","38","2.02","8.86","2.01","nFIEM7BG",,"2"
"Elitserien 2011/2012","14.03.2012","Malmo","Alingsas","22:23","22","23","1.71","9.42","2.46","vBtr5utq",,"2"
"Elitserien 2011/2012","13.03.2012","Lugi","Tumba","29:24","29","24","1.15","12.89","6.16","46e2NmdA",,"1"
"Elitserien 2011/2012","12.03.2012","Skovde","Ystads IF","34:32","34","32","1.83","8.85","2.24","nV0cOTt4",,"1"
"Elitserien 2011/2012","11.03.2012","Hammarby","Tumba","21:23","21","23","1.85","8.90","2.24","EH2kQkCi",,"2"
"Elitserien 2011/2012","11.03.2012","Lund","Kristianstad","28:29","28","29","3.21","10.48","1.44","xWRuwK1E",,"2"
"Elitserien 2011/2012","11.03.2012","Redbergslids","Lugi","23:31","23","31","1.61","9.76","2.66","0EboRVdo",,"2"
"Elitserien 2011/2012","10.03.2012","Drott","Alingsas","25:31","25","31","1.71","9.17","2.46","8v2gP9Rc",,"2"
"Elitserien 2010/2011","19.03.2011","Lund","Alingsas","24:23","24","23","","","","KYy4Tlu4",,"1"
"Elitserien 2010/2011","19.03.2011","Malmo","Hammarby","25:25","25","25","","","","bPz8S8fA",,"X"
"Elitserien 2010/2011","18.03.2011","Drott","Redbergslids","25:22","25","22","","","","6oW46RXj",,"1"
"Elitserien 2010/2011","18.03.2011","Lugi","Skovde","30:21","30","21","","","","O6reVAAi",,"1"
"Elitserien 2010/2011","18.03.2011","Ystads IF","Savehof","21:35","21","35","","","","SfX077Ip",,"2"
"Elitserien 2010/2011","16.03.2011","Guif","Malmo","33:28","33","28","","","","dYmFIith",,"1"
"Elitserien 2010/2011","16.03.2011","Redbergslids","Aranas","28:26","28","26","","","","EmiQD9uH",,"1"
"Elitserien 2010/2011","16.03.2011","Savehof","Lund","38:25","38","25","","","","n1kYBmAT",,"1"
"Elitserien 2010/2011","16.03.2011","Skovde","Alingsas","25:24","25","24","","","","8AjUCTfN",,"1"
"Elitserien 2010/2011","15.03.2011","Hammarby","Ystads IF","33:24","33","24","","","","nNtSFkQA",,"1"
"Elitserien 2009/2010","14.03.2010","Helsingborg","Malmo","29:30","29","30","2.87","9.97","1.53","n1RcsxCK",,"2"
"Elitserien 2009/2010","14.03.2010","Kristianstad","Redbergslids","28:25","28","25","1.83","9.07","2.23","04V1tdRQ",,"1"
"Elitserien 2009/2010","14.03.2010","Lugi","Drott","26:29","26","29","1.83","8.91","2.25","lfVtyzkl",,"2"
"Elitserien 2009/2010","11.03.2010","Lindesberg","Kristianstad","28:22","28","22","1.52","9.98","2.89","OOVEwS8e",,"1"
"Elitserien 2009/2010","11.03.2010","Redbergslids","Helsingborg","36:27","36","27","1.32","11.28","3.85","dxUMy6w8",,"1"
"Elitserien 2009/2010","10.03.2010","Drott","Lund","32:23","32","23","1.38","10.59","3.53","Sdx6ulvq",,"1"
"Elitserien 2008/2009","11.03.2009","Trelleborg","Ystads IF","28:29","28","29","3.63","11.61","1.34","lSk4x4eJ",,"2"
"Elitserien 2008/2009","11.03.2009","Guif","Lugi","31:24","31","24","1.31","11.78","3.90","E51ZxQQ6",,"1"
"Elitserien 2008/2009","11.03.2009","Lund","Hammarby","28:28","28","28","1.96","8.61","2.06","zF2Vw6B0",,"X"
"Elitserien 2008/2009","11.03.2009","Redbergslids","Drott","22:29","22","29","1.30","11.99","3.96","QXrReRes",,"2"
"Elitserien 2008/2009","11.03.2009","Skovde","Savehof","31:24","31","24","2.09","8.50","1.96","Ayi0wptD",,"1"
"Elitserien 2008/2009","11.03.2009","Tumba","Alingsas","28:28","28","28","5.14","12.73","1.20","6m2f1mYJ",,"X"
"Elitserien 2008/2009","09.03.2009","Drott","Trelleborg","36:30","36","30","1.73","9.29","2.39","G0MBfusU",,"1"
"Elitserien 2008/2009","09.03.2009","Savehof","Guif","34:29","34","29","1.65","9.91","2.51","x4Sxjako",,"1"
"Elitserien 2008/2009","07.03.2009","Lindesberg","Ystads IF","35:29","35","29","1.85","8.37","2.24","dWccVNz2",,"1"
"Elitserien 2004/2005","13.03.2005","Drott","Guif","30:24","30","24","1.32","9.99","3.68","vX8CTTeS",,"1"
"Elitserien 2004/2005","13.03.2005","Kroppskultur","Vasteras Irsta HF","34:22","34","22","1.25","9.99","4.43","QT48U9tM",,"1"
"Elitserien 2004/2005","13.03.2005","Lugi","IFK Ystads","22:21","22","21","2.19","9.99","1.78","O4pqO7Jk",,"1"
"Elitserien 2004/2005","13.03.2005","Tumba","Redbergslids","25:21","25","21","1.76","9.99","2.24","pEouPm4q",,"1"
"Elitserien 2004/2005","09.03.2005","Hammarby","Lugi","29:25","29","25","1.31","9.99","3.68","dlDiYisc",,"1"
"Elitserien 2004/2005","09.03.2005","Heid","Drott","30:30","30","30","9.99","9.99","1.05","2yH1BUZq",,"X"
"Elitserien 2004/2005","09.03.2005","IFK Ystads","Savehof","21:31","21","31","2.08","9.99","1.88","zuCeXBd3",,"2"
"Elitserien 2004/2005","09.03.2005","Kroppskultur","Tumba","42:25","42","25","1.41","9.99","3.13","p066Alkj",,"1"
"Handbollsligan 2017/2018","01.03.2018","Savehof","Karlskrona","30:29","30","29","1.05","18.52","11.99","0MZHdyQd",,"1"
"Handbollsligan 2017/2018","07.02.2018","Lugi","Malmo","23:24","23","24","2.04","7.91","2.12","EPwMeeu3",,"2"
"Handbollsligan 2017/2018","17.10.2017","Guif","Kristianstad","19:34","19","34","3.58","9.61","1.42","nwxUgZ9F",,"2"
"Handbollsligan 2017/2018","05.03.2018","Ystads IF","Redbergslids","33:28","33","28","1.74","8.35","2.54","SSLfuzeM",,"1"
"Handbollsligan 2017/2018","27.02.2018","Alingsas","Lugi","29:25","29","25","1.61","8.25","2.84","C0cRZDIq",,"1"
"Handbollsligan 2017/2018","27.02.2018","Malmo","Kristianstad","21:17","21","17","1.80","7.97","2.43","EPHjtGuG",,"1"
"Handbollsligan 2017/2018","27.02.2018","Skovde","Ricoh","27:23","27","23","1.52","8.74","3.15","AiBavfAS",,"1"
"Handbollsligan 2017/2018","26.02.2018","Hammarby","Savehof","28:29","28","29","2.49","8.07","1.77","EaCZRJLb",,"2"
"Handbollsligan 2017/2018","26.02.2018","Karlskrona","Guif","30:31","30","31","4.25","10.14","1.32","GEgWSa6h",,"2"
"Elitserien 2015/2016","20.03.2016","Hammarby","Karlskrona","32:20","32","20","1.14","13.82","6.99","xY5SC66p",,"1"
"Elitserien 2015/2016","19.03.2016","Kristianstad","Guif","32:23","32","23","1.08","16.09","9.89","KhJ0HnbT",,"1"
"Elitserien 2015/2016","17.03.2016","Skovde","Drott","36:25","36","25","1.16","12.71","6.76","t2KdISrN",,"1"
"Elitserien 2015/2016","16.03.2016","Guif","Malmo","23:27","23","27","1.85","8.59","2.32","Ma4eKlEA",,"2"
"Elitserien 2015/2016","16.03.2016","Karlskrona","Aranas","26:24","26","24","1.45","9.78","3.36","Sx5iLUb4",,"1"
"Elitserien 2015/2016","16.03.2016","Lugi","Hammarby","32:28","32","28","1.29","11.30","4.48","WABrNjUi",,"1"
"Elitserien 2015/2016","16.03.2016","Redbergslids","Kristianstad","27:30","27","30","4.42","10.57","1.30","0j3aJ8TG",,"2"
"Elitserien 2015/2016","16.03.2016","Ricoh","Alingsas","22:21","22","21","4.51","10.86","1.29","EZ0mMAqb",,"1"
"Elitserien 2015/2016","16.03.2016","Ystads IF","Savehof","29:30","29","30","1.38","10.22","3.75","hKCvOWEo",,"2"
"Elitserien 2015/2016","13.03.2016","Alingsas","Skovde","25:23","25","23","1.09","15.92","8.76","44Jdamxo",,"1"
"Elitserien 2015/2016","13.03.2016","Aranas","Ystads IF","27:35","27","35","9.26","14.37","1.10","KWsQ49EN",,"2"
"Elitserien 2013/2014","14.03.2014","Ystads IF","Malmo","33:29","33","29","1.95","8.52","2.16","lAxJwaEn",,"1"
"Elitserien 2013/2014","13.03.2014","Alingsas","Redbergslids","26:25","26","25","1.32","10.48","4.13","APQRywqa",,"1"
"Elitserien 2013/2014","13.03.2014","Lugi","Lund","32:24","32","24","1.19","12.32","5.80","4KFod7UD",,"1"
"Elitserien 2013/2014","12.03.2014","Guif","Hammarby","29:28","29","28","1.25","11.58","4.84","lCXbY3x7",,"1"
"Elitserien 2013/2014","12.03.2014","Kristianstad","Drott","31:32","31","32","1.15","13.13","6.64","tpwFvuat",,"2"
"Elitserien 2013/2014","12.03.2014","Savehof","Onnereds","33:27","33","27","1.04","17.97","13.83","2Fy3XNiD",,"1"
"Elitserien 2013/2014","10.03.2014","Lund","Savehof","23:33","23","33","3.79","10.49","1.36","GbZjzQ7f",,"2"
"Elitserien 2013/2014","10.03.2014","Malmo","Rimbo","43:25","43","25","1.05","16.42","12.31","bNvny6hl",,"1"
"Elitserien 2011/2012","09.03.2012","Guif","Aranas","43:32","43","32","1.12","14.54","6.90","jFNUMJpU",,"1"
"Elitserien 2011/2012","08.03.2012","Savehof","Malmo","33:26","33","26","1.19","13.24","5.32","hO9dIwgo",,"1"
"Elitserien 2011/2012","07.03.2012","Lugi","Skovde","23:31","23","31","1.63","9.78","2.57","4bPMOuGH",,"2"
"Elitserien 2011/2012","06.03.2012","Aranas","Alingsas","27:27","27","27","2.39","9.24","1.74","4E75Q1o5",,"X"
"Elitserien 2011/2012","06.03.2012","Drott","Savehof","27:31","27","31","2.87","10.13","1.53","rkOQNaVN",,"2"
"Elitserien 2011/2012","06.03.2012","Kristianstad","Hammarby","32:28","32","28","1.14","13.66","6.48","MZZHPL0B",,"1"
"Elitserien 2011/2012","06.03.2012","Ystads IF","Guif","33:28","33","28","1.90","8.91","2.17","W09cSNGh",,"1"
"Elitserien 2011/2012","05.03.2012","Malmo","Lund","42:32","42","32","1.16","13.06","5.97","EPEhT31n",,"1"
"Elitserien 2011/2012","04.03.2012","Tumba","Redbergslids","26:26","26","26","2.51","9.29","1.67","Ai81RsWb",,"X"
"Elitserien 2010/2011","15.03.2011","Lindesberg","Drott","34:37","34","37","","","","Q7hJHBeb",,"2"
"Elitserien 2010/2011","15.03.2011","Lugi","Kristianstad","31:25","31","25","","","","4biNGVA4",,"1"
"Elitserien 2010/2011","14.03.2011","Alingsas","Savehof","28:27","28","27","","","","IskBJXQo",,"1"
"Elitserien 2010/2011","06.03.2011","Kristianstad","Skovde","25:30","25","30","","","","CKnKfllo",,"2"
"Elitserien 2010/2011","06.03.2011","Malmo","Redbergslids","26:28","26","28","","","","zaehaUuU",,"2"
"Elitserien 2010/2011","06.03.2011","Ystads IF","Guif","31:25","31","25","","","","txdl0AQN",,"1"
"Elitserien 2010/2011","05.03.2011","Aranas","Lindesberg","35:30","35","30","","","","MZum2WeB",,"1"
"Elitserien 2010/2011","05.03.2011","Drott","Lugi","27:23","27","23","","","","2ocp1jBH",,"1"
"Elitserien 2010/2011","05.03.2011","Lund","Hammarby","26:28","26","28","","","","vRIz3Ct5",,"2"
"Elitserien 2009/2010","10.03.2010","Lugi","Alingsas","26:34","26","34","2.58","9.42","1.64","IoVIxnO1",,"2"
"Elitserien 2009/2010","10.03.2010","Malmo","Savehof","25:29","25","29","3.11","10.54","1.46","ALRAv8gk",,"2"
"Elitserien 2009/2010","10.03.2010","Ystads IF","Skovde","31:27","31","27","1.31","11.29","4.03","EmTkqbs8",,"1"
"Elitserien 2009/2010","09.03.2010","Hammarby","Guif","28:31","28","31","1.82","8.63","2.29","MVRVqUVR",,"2"
"Elitserien 2009/2010","08.03.2010","Helsingborg","Lindesberg","24:23","24","23","1.80","8.78","2.30","K6VEmCW2",,"1"
"Elitserien 2009/2010","08.03.2010","Savehof","Redbergslids","38:37","38","37","1.23","12.09","4.91","hdNRpAGL",,"1"
"Elitserien 2008/2009","06.03.2009","Alingsas","Lund","36:23","36","23","1.66","9.68","2.50","SCoizIuE",,"1"
"Elitserien 2008/2009","05.03.2009","Lugi","Tumba","30:32","30","32","1.07","15.17","9.35","CMAfqhka",,"2"
"Elitserien 2008/2009","04.03.2009","Ystads IF","Drott","33:27","33","27","1.11","14.50","7.65","x0MPqEKn",,"1"
"Elitserien 2008/2009","04.03.2009","Hammarby","Redbergslids","41:30","41","30","1.31","11.74","3.93","GjLTrYZh",,"1"
"Elitserien 2008/2009","04.03.2009","Skovde","Lindesberg","27:27","27","27","1.48","10.27","2.96","rwNLpf5t",,"X"
"Elitserien 2008/2009","02.03.2009","Lund","Lugi","30:23","30","23","1.98","8.70","2.05","boVQQfQK",,"1"
"Elitserien 2008/2009","02.03.2009","Redbergslids","Alingsas","30:25","30","25","2.23","9.45","1.82","xxUUPEuR",,"1"
"Elitserien 2008/2009","02.03.2009","Tumba","Savehof","28:29","28","29","7.27","14.39","1.11","UwkAtbPu",,"2"
"Elitserien 2008/2009","01.03.2009","Guif","IFK Ystads","35:28","35","28","1.03","17.33","14.09","niaZJEgU",,"1"
"Elitserien 2008/2009","25.02.2009","IFK Ystads","Skovde","32:29","32","29","6.16","14.06","1.14","C41CLmDc",,"1"
"Elitserien 2004/2005","09.03.2005","Lund","Djurgardens","33:32","33","32","1.52","9.99","2.73","roP9984d",,"1"
